AWAYTEAM,HR,FTAG,HTR,HTHG,HOMETEAM,HY,FTR,HTAG,DATE,FTHG,AR,DIV,AY
Stoke,0.0,0,D,0,Wolves,2.0,D,0,18/03/03,0,0.0,E1,1.0
Portsmouth,0.0,4,A,0,Coventry,0.0,A,3,19/03/03,0,0.0,E1,1.0
Derby,0.0,0,H,2,Nott'm Forest,2.0,H,0,19/03/03,3,0.0,E1,3.0
Reading,0.0,1,D,0,Bradford,2.0,A,0,22/03/03,0,1.0,E1,3.0
Grimsby,0.0,1,A,0,Burnley,1.0,D,1,22/03/03,1,0.0,E1,1.0
Leicester,0.0,2,D,0,Coventry,2.0,A,0,22/03/03,1,0.0,E1,3.0
Walsall,0.0,0,H,1,Crystal Palace,0.0,H,0,22/03/03,2,2.0,E1,2.0
Brighton,0.0,2,H,1,Ipswich,0.0,D,0,22/03/03,2,0.0,E1,3.0
Sheffield Weds,0.0,0,H,2,Millwall,1.0,H,0,22/03/03,3,0.0,E1,2.0
Norwich,0.0,0,H,2,Nott'm Forest,0.0,H,0,22/03/03,4,0.0,E1,1.0
Portsmouth,0.0,1,A,0,Preston,0.0,D,1,22/03/03,1,0.0,E1,0.0
Wimbledon,0.0,1,H,1,Rotherham,2.0,H,0,22/03/03,2,0.0,E1,1.0
Derby,0.0,0,H,1,Sheffield United,0.0,H,0,22/03/03,2,0.0,E1,2.0
Stoke,0.0,2,A,0,Watford,1.0,A,1,22/03/03,1,0.0,E1,4.0
Gillingham,0.0,0,H,5,Wolves,0.0,H,0,22/03/03,6,0.0,E1,2.0
Crystal Palace,0.0,0,D,0,Brighton,0.0,D,0,25/03/03,0,1.0,E1,2.0
Bradford,1.0,2,A,0,Burnley,2.0,A,1,25/03/03,0,0.0,E1,2.0
Wimbledon,0.0,0,H,1,Norwich,2.0,H,0,25/03/03,1,0.0,E1,3.0
Gillingham,0.0,2,H,1,Sheffield United,2.0,D,0,25/03/03,2,0.0,E1,2.0
Ipswich,0.0,3,D,1,Gillingham,0.0,A,1,29/03/03,1,0.0,E1,1.0
Bradford,0.0,2,A,0,Norwich,2.0,H,1,29/03/03,3,0.0,E1,2.0
Watford,0.0,2,A,0,Sheffield Weds,1.0,D,1,29/03/03,2,0.0,E1,3.0
Brighton,0.0,2,A,0,Reading,1.0,A,1,04/04/03,1,0.0,E1,2.0
Millwall,0.0,1,D,0,Bradford,1.0,A,0,05/04/03,0,0.0,E1,1.0
Watford,0.0,7,A,4,Burnley,1.0,A,5,05/04/03,4,0.0,E1,1.0
Sheffield United,0.0,2,H,2,Crystal Palace,3.0,D,1,05/04/03,2,0.0,E1,1.0
Norwich,0.0,1,D,1,Derby,3.0,H,1,05/04/03,2,0.0,E1,1.0
Nott'm Forest,0.0,4,A,2,Ipswich,1.0,A,3,05/04/03,3,0.0,E1,4.0
Grimsby,0.0,0,D,0,Leicester,1.0,H,0,05/04/03,2,0.0,E1,2.0
Coventry,0.0,2,H,1,Preston,1.0,D,0,05/04/03,2,0.0,E1,1.0
Wimbledon,0.0,2,H,1,Sheffield Weds,0.0,H,0,05/04/03,4,0.0,E1,2.0
Gillingham,0.0,0,D,0,Stoke,0.0,D,0,05/04/03,0,0.0,E1,0.0
Leicester,0.0,1,D,0,Rotherham,0.0,D,0,12/04/03,1,0.0,E1,1.0
Derby,0.0,2,A,0,Wimbledon,0.0,A,1,12/04/03,0,0.0,E1,0.0
Burnley,0.0,0,D,0,Portsmouth,2.0,H,0,15/04/03,1,0.0,E1,1.0
Preston,0.0,1,H,2,Reading,1.0,H,0,15/04/03,5,2.0,E1,1.0
Nott'm Forest,0.0,0,D,0,Sheffield United,0.0,H,0,15/04/03,1,0.0,E1,3.0
Coventry,0.0,0,D,0,Walsall,1.0,D,0,15/04/03,0,0.0,E1,0.0
Millwall,0.0,2,D,1,Derby,1.0,A,1,16/04/03,1,0.0,E1,1.0
Portsmouth,0.0,0,H,3,Ipswich,1.0,H,0,18/04/03,3,0.0,E1,2.0
Nott'm Forest,0.0,0,D,0,Reading,2.0,H,0,18/04/03,1,0.0,E1,1.0
Watford,0.0,1,H,2,Bradford,0.0,H,1,19/04/03,2,0.0,E1,0.0
Gillingham,0.0,0,H,1,Burnley,0.0,H,0,19/04/03,2,0.0,E1,0.0
Rotherham,0.0,0,D,0,Crystal Palace,0.0,D,0,19/04/03,0,0.0,E1,3.0
Coventry,0.0,0,D,0,Derby,2.0,H,0,19/04/03,1,0.0,E1,1.0
Brighton,0.0,0,H,2,Leicester,1.0,H,0,19/04/03,2,0.0,E1,3.0
Sheffield United,0.0,0,D,0,Preston,1.0,H,0,19/04/03,2,0.0,E1,0.0
Grimsby,0.0,0,D,0,Sheffield Weds,2.0,D,0,19/04/03,0,0.0,E1,2.0
Wimbledon,0.0,1,H,2,Stoke,2.0,H,0,19/04/03,2,0.0,E1,1.0
Norwich,0.0,0,D,0,Walsall,0.0,D,0,19/04/03,0,0.0,E1,0.0
Millwall,0.0,0,H,1,Wolves,0.0,H,0,19/04/03,3,0.0,E1,1.0
Sheffield Weds,0.0,1,A,0,Brighton,1.0,D,1,21/04/03,1,0.0,E1,3.0
Stoke,0.0,1,D,0,Coventry,0.0,A,0,21/04/03,0,0.0,E1,0.0
Bradford,0.0,0,H,1,Gillingham,0.0,H,0,21/04/03,1,0.0,E1,0.0
Walsall,0.0,1,D,0,Grimsby,0.0,A,0,21/04/03,0,0.0,E1,0.0
Crystal Palace,0.0,2,H,2,Millwall,2.0,H,1,21/04/03,3,0.0,E1,0.0
Wolves,0.0,3,D,0,Norwich,2.0,A,0,21/04/03,0,0.0,E1,1.0
Burnley,0.0,0,D,0,Nott'm Forest,0.0,H,0,21/04/03,2,0.0,E1,2.0
Reading,0.0,0,H,2,Portsmouth,0.0,H,0,21/04/03,3,0.0,E1,1.0
Ipswich,0.0,1,A,0,Rotherham,1.0,H,1,21/04/03,2,0.0,E1,1.0
Leicester,0.0,1,D,1,Sheffield United,2.0,H,1,21/04/03,2,1.0,E1,5.0
Derby,0.0,0,H,1,Watford,0.0,H,0,21/04/03,2,0.0,E1,0.0
Preston,0.0,0,D,0,Wimbledon,0.0,H,0,21/04/03,2,0.0,E1,0.0
Watford,0.0,0,H,2,Brighton,0.0,H,0,26/04/03,4,0.0,E1,1.0
Sheffield Weds,1.0,7,A,1,Burnley,4.0,A,3,26/04/03,2,0.0,E1,2.0
Gillingham,0.0,0,D,0,Coventry,0.0,D,0,26/04/03,0,0.0,E1,1.0
Stoke,0.0,0,D,0,Crystal Palace,0.0,H,0,26/04/03,1,0.0,E1,0.0
Wimbledon,0.0,5,A,0,Ipswich,1.0,A,1,26/04/03,1,0.0,E1,1.0
Millwall,0.0,3,H,2,Nott'm Forest,2.0,D,1,26/04/03,3,0.0,E1,3.0
Bradford,0.0,0,H,1,Preston,0.0,H,0,26/04/03,1,0.0,E1,1.0
Grimsby,0.0,1,H,2,Reading,0.0,H,0,26/04/03,2,0.0,E1,2.0
Wolves,0.0,3,A,1,Sheffield United,1.0,D,2,26/04/03,3,0.0,E1,1.0
Derby,0.0,2,H,1,Walsall,1.0,H,0,26/04/03,3,0.0,E1,2.0
Norwich,0.0,1,H,1,Leicester,0.0,D,0,27/04/03,1,0.0,E1,0.0
Rotherham,0.0,2,D,2,Portsmouth,2.0,H,2,27/04/03,3,0.0,E1,2.0
Bradford,0.0,0,D,0,Sheffield United,0.0,H,0,29/04/03,3,0.0,E1,3.0
Reading,0.0,3,A,0,Watford,1.0,A,1,30/04/03,0,0.0,E1,1.0
Portsmouth,0.0,5,A,0,Bradford,0.0,A,1,04/05/03,0,0.0,E1,0.0
Ipswich,0.0,4,A,1,Derby,0.0,A,3,04/05/03,1,0.0,E1,0.0
Crystal Palace,0.0,1,H,2,Gillingham,1.0,H,1,04/05/03,2,0.0,E1,3.0
Brighton,0.0,2,D,1,Grimsby,1.0,D,1,04/05/03,2,0.0,E1,3.0
Coventry,0.0,0,D,0,Millwall,3.0,H,0,04/05/03,2,0.0,E1,1.0
Preston,0.0,0,D,0,Norwich,0.0,H,0,04/05/03,2,0.0,E1,0.0
Nott'm Forest,0.0,2,D,0,Rotherham,4.0,D,0,04/05/03,2,0.0,E1,4.0
Walsall,0.0,1,D,0,Sheffield Weds,2.0,H,0,04/05/03,2,0.0,E1,1.0
Reading,0.0,0,D,0,Stoke,2.0,H,0,04/05/03,1,0.0,E1,0.0
Sheffield United,0.0,0,D,0,Watford,1.0,H,0,04/05/03,2,0.0,E1,0.0
Burnley,0.0,1,A,0,Wimbledon,2.0,H,1,04/05/03,2,0.0,E1,2.0
Leicester,0.0,1,D,0,Wolves,1.0,D,0,04/05/03,1,0.0,E1,3.0
Wigan,0.0,2,A,0,Aston Villa,2.0,A,1,15/08/09,0,0.0,E0,2.0
Man City,0.0,2,A,0,Blackburn,2.0,A,1,15/08/09,0,0.0,E0,1.0
Sunderland,0.0,1,A,0,Bolton,2.0,A,1,15/08/09,0,0.0,E0,1.0
Hull,0.0,1,D,1,Chelsea,1.0,H,1,15/08/09,2,0.0,E0,2.0
Arsenal,0.0,6,A,0,Everton,0.0,A,3,15/08/09,1,0.0,E0,0.0
Fulham,0.0,1,A,0,Portsmouth,3.0,A,1,15/08/09,0,0.0,E0,2.0
Burnley,0.0,0,H,2,Stoke,2.0,H,0,15/08/09,2,0.0,E0,2.0
West Ham,0.0,2,A,0,Wolves,0.0,A,1,15/08/09,0,0.0,E0,0.0
Birmingham,0.0,0,H,1,Man United,1.0,H,0,16/08/09,1,0.0,E0,1.0
Liverpool,0.0,1,H,1,Tottenham,3.0,H,0,16/08/09,2,0.0,E0,3.0
Chelsea,0.0,3,H,1,Sunderland,2.0,A,0,18/08/09,1,0.0,E0,2.0
Wolves,0.0,1,A,0,Wigan,0.0,A,1,18/08/09,0,0.0,E0,3.0
Portsmouth,0.0,0,D,0,Birmingham,0.0,H,0,19/08/09,1,0.0,E0,5.0
Man United,0.0,0,H,1,Burnley,2.0,H,0,19/08/09,1,0.0,E0,1.0
Tottenham,0.0,5,A,1,Hull,3.0,A,3,19/08/09,1,0.0,E0,2.0
Stoke,0.0,0,H,2,Liverpool,0.0,H,0,19/08/09,4,0.0,E0,1.0
Portsmouth,0.0,1,H,2,Arsenal,1.0,H,1,22/08/09,4,0.0,E0,0.0
Stoke,0.0,0,D,0,Birmingham,0.0,D,0,22/08/09,0,0.0,E0,3.0
Bolton,0.0,0,D,0,Hull,3.0,H,0,22/08/09,1,0.0,E0,2.0
Wolves,0.0,0,H,1,Man City,0.0,H,0,22/08/09,1,0.0,E0,1.0
Blackburn,0.0,1,D,1,Sunderland,2.0,H,1,22/08/09,2,0.0,E0,1.0
Man United,0.0,5,D,0,Wigan,2.0,A,0,22/08/09,0,0.0,E0,2.0
Everton,0.0,0,H,1,Burnley,1.0,H,0,23/08/09,1,0.0,E0,0.0
Chelsea,0.0,2,A,0,Fulham,0.0,A,1,23/08/09,0,0.0,E0,0.0
Tottenham,0.0,2,D,0,West Ham,2.0,A,0,23/08/09,1,0.0,E0,1.0
Aston Villa,0.0,3,A,0,Liverpool,3.0,A,2,24/08/09,1,0.0,E0,2.0
West Ham,0.0,0,D,0,Blackburn,1.0,D,0,29/08/09,0,0.0,E0,3.0
Liverpool,1.0,3,D,1,Bolton,3.0,A,1,29/08/09,2,0.0,E0,1.0
Burnley,0.0,0,H,1,Chelsea,0.0,H,0,29/08/09,3,0.0,E0,1.0
Arsenal,0.0,1,A,0,Man United,3.0,H,1,29/08/09,2,0.0,E0,6.0
Sunderland,0.0,0,H,1,Stoke,0.0,H,0,29/08/09,1,0.0,E0,2.0
Birmingham,0.0,1,D,0,Tottenham,2.0,H,0,29/08/09,2,0.0,E0,2.0
Hull,0.0,1,A,0,Wolves,0.0,D,1,29/08/09,1,0.0,E0,2.0
Fulham,0.0,0,H,1,Aston Villa,1.0,H,0,30/08/09,2,0.0,E0,2.0
Wigan,0.0,1,D,0,Everton,1.0,H,0,30/08/09,2,0.0,E0,5.0
Man City,0.0,1,A,0,Portsmouth,2.0,A,1,30/08/09,0,0.0,E0,1.0
Wolves,0.0,1,H,1,Blackburn,1.0,H,0,12/09/09,3,0.0,E0,2.0
Burnley,0.0,0,H,2,Liverpool,0.0,H,0,12/09/09,4,0.0,E0,2.0
Arsenal,0.0,2,H,1,Man City,3.0,H,0,12/09/09,4,0.0,E0,2.0
Bolton,0.0,3,A,1,Portsmouth,2.0,A,2,12/09/09,2,0.0,E0,0.0
Chelsea,0.0,2,D,1,Stoke,3.0,A,1,12/09/09,1,0.0,E0,3.0
Hull,0.0,1,D,1,Sunderland,2.0,H,1,12/09/09,4,0.0,E0,2.0
Man United,0.0,3,A,1,Tottenham,3.0,A,2,12/09/09,1,1.0,E0,2.0
West Ham,0.0,0,D,0,Wigan,2.0,H,0,12/09/09,1,0.0,E0,1.0
Aston Villa,0.0,1,D,0,Birmingham,1.0,A,0,13/09/09,0,0.0,E0,2.0
Everton,0.0,1,A,0,Fulham,1.0,H,1,13/09/09,2,0.0,E0,0.0
Wigan,0.0,0,H,1,Arsenal,2.0,H,0,19/09/09,4,0.0,E0,2.0
Portsmouth,0.0,0,H,2,Aston Villa,2.0,H,0,19/09/09,2,0.0,E0,0.0
Stoke,0.0,1,D,0,Bolton,2.0,D,0,19/09/09,1,0.0,E0,2.0
Sunderland,0.0,1,D,1,Burnley,0.0,H,1,19/09/09,3,0.0,E0,3.0
Birmingham,0.0,1,D,0,Hull,0.0,A,0,19/09/09,0,0.0,E0,2.0
Liverpool,0.0,3,D,2,West Ham,3.0,A,2,19/09/09,2,0.0,E0,3.0
Tottenham,0.0,0,H,1,Chelsea,0.0,H,0,20/09/09,3,0.0,E0,2.0
Blackburn,0.0,0,H,1,Everton,1.0,H,0,20/09/09,3,0.0,E0,2.0
Man City,0.0,3,D,1,Man United,2.0,H,1,20/09/09,4,0.0,E0,2.0
Fulham,0.0,1,H,1,Wolves,1.0,H,0,20/09/09,2,0.0,E0,1.0
Bolton,0.0,2,A,0,Birmingham,2.0,A,1,26/09/09,1,0.0,E0,1.0
Aston Villa,1.0,1,D,1,Blackburn,2.0,H,1,26/09/09,2,0.0,E0,3.0
Arsenal,0.0,1,D,0,Fulham,4.0,A,0,26/09/09,0,0.0,E0,0.0
Hull,0.0,1,H,2,Liverpool,1.0,H,1,26/09/09,6,0.0,E0,4.0
Everton,0.0,1,A,0,Portsmouth,0.0,A,1,26/09/09,0,0.0,E0,3.0
Man United,0.0,2,D,0,Stoke,1.0,A,0,26/09/09,0,0.0,E0,1.0
Burnley,0.0,0,H,2,Tottenham,1.0,H,0,26/09/09,5,0.0,E0,1.0
Chelsea,0.0,1,H,1,Wigan,1.0,H,0,26/09/09,3,1.0,E0,2.0
Wolves,0.0,2,H,1,Sunderland,1.0,H,0,27/09/09,5,0.0,E0,3.0
West Ham,0.0,1,H,2,Man City,1.0,H,1,28/09/09,3,0.0,E0,1.0
Tottenham,0.0,2,D,1,Bolton,2.0,D,1,03/10/09,2,0.0,E0,1.0
Birmingham,0.0,1,D,0,Burnley,0.0,H,0,03/10/09,2,0.0,E0,3.0
Wigan,0.0,1,D,0,Hull,0.0,H,0,03/10/09,2,0.0,E0,2.0
Sunderland,0.0,2,A,0,Man United,2.0,D,1,03/10/09,2,1.0,E0,3.0
Portsmouth,0.0,1,A,0,Wolves,1.0,A,1,03/10/09,0,0.0,E0,2.0
Blackburn,0.0,2,H,3,Arsenal,1.0,H,2,04/10/09,6,0.0,E0,1.0
Liverpool,0.0,0,D,0,Chelsea,1.0,H,0,04/10/09,2,0.0,E0,1.0
Stoke,0.0,1,D,0,Everton,1.0,D,0,04/10/09,1,0.0,E0,3.0
Fulham,0.0,2,H,1,West Ham,3.0,D,0,04/10/09,2,1.0,E0,2.0
Man City,0.0,1,H,1,Aston Villa,1.0,D,0,05/10/09,1,0.0,E0,2.0
Birmingham,0.0,1,H,2,Arsenal,1.0,H,1,17/10/09,3,0.0,E0,2.0
Chelsea,0.0,1,D,1,Aston Villa,2.0,H,1,17/10/09,2,0.0,E0,1.0
Wolves,0.0,1,D,0,Everton,1.0,D,0,17/10/09,1,1.0,E0,3.0
Bolton,0.0,1,H,2,Man United,0.0,H,0,17/10/09,2,0.0,E0,1.0
Tottenham,1.0,2,A,0,Portsmouth,3.0,A,2,17/10/09,1,1.0,E0,3.0
West Ham,0.0,1,D,1,Stoke,3.0,H,1,17/10/09,2,0.0,E0,3.0
Liverpool,0.0,0,H,1,Sunderland,2.0,H,0,17/10/09,1,0.0,E0,1.0
Burnley,0.0,2,H,3,Blackburn,3.0,H,1,18/10/09,3,0.0,E0,3.0
Man City,0.0,1,H,1,Wigan,2.0,D,0,18/10/09,1,1.0,E0,1.0
Hull,0.0,0,H,1,Fulham,1.0,H,0,19/10/09,2,0.0,E0,1.0
Sunderland,0.0,1,H,1,Birmingham,3.0,H,0,24/10/09,2,0.0,E0,1.0
Wigan,0.0,3,D,1,Burnley,2.0,A,1,24/10/09,1,0.0,E0,0.0
Blackburn,0.0,0,H,1,Chelsea,0.0,H,0,24/10/09,5,0.0,E0,1.0
Portsmouth,0.0,0,D,0,Hull,2.0,D,0,24/10/09,0,0.0,E0,1.0
Stoke,0.0,1,D,0,Tottenham,0.0,A,0,24/10/09,0,0.0,E0,3.0
Aston Villa,0.0,1,D,0,Wolves,1.0,D,0,24/10/09,1,0.0,E0,2.0
Everton,0.0,2,H,2,Bolton,3.0,H,1,25/10/09,3,0.0,E0,1.0
Man United,1.0,0,D,0,Liverpool,2.0,H,0,25/10/09,2,1.0,E0,3.0
Fulham,0.0,2,D,0,Man City,0.0,D,0,25/10/09,2,0.0,E0,2.0
Arsenal,1.0,2,A,0,West Ham,3.0,D,2,25/10/09,2,0.0,E0,2.0
Tottenham,0.0,0,H,2,Arsenal,1.0,H,0,31/10/09,3,0.0,E0,1.0
Chelsea,1.0,4,A,0,Bolton,1.0,A,1,31/10/09,0,0.0,E0,1.0
Hull,0.0,0,H,1,Burnley,1.0,H,0,31/10/09,2,1.0,E0,4.0
Aston Villa,1.0,1,H,1,Everton,1.0,D,0,31/10/09,1,1.0,E0,3.0
Liverpool,0.0,1,D,1,Fulham,1.0,H,1,31/10/09,3,2.0,E0,0.0
Blackburn,0.0,0,D,0,Man United,0.0,H,0,31/10/09,2,0.0,E0,2.0
Wigan,0.0,0,H,2,Portsmouth,0.0,H,0,31/10/09,4,0.0,E0,1.0
Wolves,0.0,2,H,2,Stoke,0.0,D,0,31/10/09,2,0.0,E0,3.0
West Ham,1.0,2,A,1,Sunderland,3.0,D,2,31/10/09,2,1.0,E0,3.0
Man City,1.0,0,D,0,Birmingham,3.0,D,0,01/11/09,0,0.0,E0,1.0
Aston Villa,0.0,1,H,1,West Ham,2.0,H,0,04/11/09,2,1.0,E0,4.0
Bolton,0.0,1,H,2,Aston Villa,1.0,H,1,07/11/09,5,0.0,E0,4.0
Portsmouth,0.0,1,A,0,Blackburn,3.0,H,1,07/11/09,3,0.0,E0,3.0
Burnley,0.0,3,A,1,Man City,1.0,D,2,07/11/09,3,0.0,E0,3.0
Sunderland,0.0,0,H,1,Tottenham,1.0,H,0,07/11/09,2,0.0,E0,2.0
Arsenal,0.0,4,A,0,Wolves,2.0,A,3,07/11/09,1,0.0,E0,3.0
Man United,0.0,0,D,0,Chelsea,3.0,H,0,08/11/09,1,0.0,E0,3.0
Stoke,0.0,1,A,0,Hull,1.0,H,1,08/11/09,2,1.0,E0,4.0
Everton,0.0,2,A,0,West Ham,0.0,A,1,08/11/09,1,0.0,E0,5.0
Fulham,0.0,1,D,1,Wigan,2.0,D,1,08/11/09,1,0.0,E0,1.0
Birmingham,0.0,2,A,1,Liverpool,1.0,D,2,09/11/09,2,0.0,E0,2.0
Fulham,0.0,0,H,1,Birmingham,1.0,H,0,21/11/09,1,0.0,E0,0.0
Aston Villa,0.0,1,H,1,Burnley,0.0,D,0,21/11/09,1,0.0,E0,3.0
Wolves,0.0,0,H,3,Chelsea,0.0,H,0,21/11/09,4,0.0,E0,2.0
West Ham,1.0,3,H,3,Hull,0.0,D,2,21/11/09,3,0.0,E0,4.0
Man City,0.0,2,D,0,Liverpool,2.0,D,0,21/11/09,2,0.0,E0,0.0
Everton,0.0,0,H,1,Man United,2.0,H,0,21/11/09,3,0.0,E0,2.0
Arsenal,0.0,0,D,0,Sunderland,2.0,H,0,21/11/09,1,0.0,E0,1.0
Blackburn,0.0,2,A,0,Bolton,3.0,A,1,22/11/09,0,0.0,E0,1.0
Portsmouth,0.0,0,D,0,Stoke,1.0,H,0,22/11/09,1,0.0,E0,2.0
Wigan,0.0,1,H,1,Tottenham,1.0,H,0,22/11/09,9,0.0,E0,0.0
Blackburn,0.0,0,H,1,Fulham,0.0,H,0,25/11/09,3,0.0,E0,0.0
Everton,0.0,2,H,3,Hull,1.0,H,0,25/11/09,3,0.0,E0,4.0
Tottenham,0.0,1,H,1,Aston Villa,0.0,D,0,28/11/09,1,0.0,E0,1.0
Stoke,0.0,0,D,0,Blackburn,1.0,D,0,28/11/09,0,0.0,E0,2.0
Bolton,0.0,1,A,0,Fulham,1.0,D,1,28/11/09,1,0.0,E0,6.0
Hull,0.0,1,H,1,Man City,1.0,D,0,28/11/09,1,0.0,E0,3.0
Man United,0.0,4,D,1,Portsmouth,4.0,A,1,28/11/09,1,0.0,E0,3.0
Burnley,0.0,3,H,3,West Ham,2.0,H,0,28/11/09,5,1.0,E0,1.0
Sunderland,0.0,0,D,0,Wigan,0.0,H,0,28/11/09,1,0.0,E0,3.0
Chelsea,0.0,3,A,0,Arsenal,2.0,A,2,29/11/09,0,0.0,E0,2.0
Liverpool,0.0,2,A,0,Everton,1.0,A,1,29/11/09,0,0.0,E0,0.0
Birmingham,0.0,1,A,0,Wolves,2.0,A,1,29/11/09,0,0.0,E0,1.0
Stoke,0.0,0,H,1,Arsenal,0.0,H,0,05/12/09,2,0.0,E0,0.0
Hull,0.0,0,H,2,Aston Villa,4.0,H,0,05/12/09,3,0.0,E0,3.0
Liverpool,0.0,0,D,0,Blackburn,1.0,D,0,05/12/09,0,0.0,E0,0.0
Chelsea,0.0,1,D,1,Man City,1.0,H,1,05/12/09,2,0.0,E0,6.0
Burnley,0.0,0,D,0,Portsmouth,4.0,H,0,05/12/09,2,0.0,E0,2.0
Man United,0.0,4,A,0,West Ham,0.0,A,1,05/12/09,0,0.0,E0,1.0
Birmingham,0.0,3,H,1,Wigan,2.0,A,0,05/12/09,2,0.0,E0,0.0
Bolton,0.0,1,H,1,Wolves,2.0,H,0,05/12/09,2,0.0,E0,1.0
Tottenham,0.0,2,D,0,Everton,4.0,D,0,06/12/09,2,0.0,E0,4.0
Sunderland,0.0,0,H,1,Fulham,1.0,H,0,06/12/09,1,0.0,E0,2.0
West Ham,0.0,0,D,0,Birmingham,3.0,H,0,12/12/09,1,1.0,E0,4.0
Man City,0.0,3,D,2,Bolton,3.0,D,2,12/12/09,3,1.0,E0,3.0
Fulham,0.0,1,D,0,Burnley,0.0,D,0,12/12/09,1,0.0,E0,2.0
Everton,0.0,3,D,2,Chelsea,0.0,D,2,12/12/09,3,0.0,E0,1.0
Blackburn,0.0,0,D,0,Hull,1.0,D,0,12/12/09,0,0.0,E0,2.0
Aston Villa,0.0,1,A,0,Man United,1.0,A,1,12/12/09,0,0.0,E0,1.0
Wigan,0.0,2,D,1,Stoke,5.0,D,1,12/12/09,2,0.0,E0,1.0
Portsmouth,0.0,1,H,1,Sunderland,4.0,D,0,12/12/09,1,1.0,E0,3.0
Wolves,0.0,1,A,0,Tottenham,0.0,A,1,12/12/09,0,0.0,E0,5.0
Arsenal,0.0,2,H,1,Liverpool,3.0,A,0,13/12/09,1,0.0,E0,3.0
Blackburn,0.0,1,H,1,Birmingham,2.0,H,0,15/12/09,2,0.0,E0,2.0
West Ham,0.0,1,D,0,Bolton,4.0,H,0,15/12/09,3,0.0,E0,1.0
Wolves,0.0,0,H,2,Man United,1.0,H,0,15/12/09,3,0.0,E0,1.0
Aston Villa,1.0,2,A,0,Sunderland,2.0,A,1,15/12/09,0,0.0,E0,2.0
Arsenal,0.0,1,D,1,Burnley,2.0,D,1,16/12/09,1,0.0,E0,0.0
Portsmouth,0.0,1,H,1,Chelsea,0.0,H,0,16/12/09,2,0.0,E0,0.0
Wigan,0.0,1,H,1,Liverpool,1.0,H,0,16/12/09,2,0.0,E0,1.0
Man City,0.0,0,H,1,Tottenham,2.0,H,0,16/12/09,3,0.0,E0,3.0
Hull,0.0,0,H,1,Arsenal,1.0,H,0,19/12/09,3,0.0,E0,5.0
Stoke,0.0,0,D,0,Aston Villa,0.0,H,0,19/12/09,1,0.0,E0,1.0
Tottenham,0.0,2,A,0,Blackburn,0.0,A,1,19/12/09,0,0.0,E0,1.0
Man United,0.0,0,H,1,Fulham,0.0,H,0,19/12/09,3,0.0,E0,1.0
Sunderland,0.0,3,H,3,Man City,2.0,H,2,19/12/09,4,1.0,E0,2.0
Liverpool,0.0,0,H,1,Portsmouth,3.0,H,0,19/12/09,2,1.0,E0,3.0
Birmingham,0.0,1,D,1,Everton,0.0,D,1,20/12/09,1,0.0,E0,3.0
Chelsea,0.0,1,H,1,West Ham,4.0,D,0,20/12/09,1,0.0,E0,3.0
Burnley,0.0,0,H,1,Wolves,2.0,H,0,20/12/09,2,0.0,E0,1.0
Chelsea,0.0,0,D,0,Birmingham,1.0,D,0,26/12/09,0,1.0,E0,2.0
Bolton,0.0,1,A,0,Burnley,0.0,D,1,26/12/09,1,0.0,E0,0.0
Tottenham,0.0,0,D,0,Fulham,1.0,D,0,26/12/09,0,0.0,E0,0.0
Wolves,0.0,0,D,0,Liverpool,0.0,H,0,26/12/09,2,1.0,E0,1.0
Stoke,0.0,0,H,2,Man City,0.0,H,0,26/12/09,2,0.0,E0,2.0
Everton,0.0,1,H,1,Sunderland,1.0,D,0,26/12/09,1,0.0,E0,3.0
Portsmouth,0.0,0,H,1,West Ham,0.0,H,0,26/12/09,2,0.0,E0,3.0
Blackburn,0.0,1,A,0,Wigan,1.0,D,1,26/12/09,1,0.0,E0,4.0
Aston Villa,0.0,0,D,0,Arsenal,1.0,H,0,27/12/09,3,0.0,E0,3.0
Man United,0.0,3,A,0,Hull,0.0,A,1,27/12/09,1,0.0,E0,2.0
Sunderland,0.0,2,D,0,Blackburn,1.0,D,0,28/12/09,2,0.0,E0,4.0
Fulham,0.0,1,A,0,Chelsea,1.0,H,1,28/12/09,2,0.0,E0,1.0
Burnley,0.0,0,D,0,Everton,1.0,H,0,28/12/09,2,1.0,E0,5.0
Birmingham,0.0,1,D,0,Stoke,2.0,A,0,28/12/09,0,0.0,E0,3.0
West Ham,0.0,0,H,1,Tottenham,2.0,H,0,28/12/09,2,0.0,E0,3.0
Man City,0.0,3,A,0,Wolves,3.0,A,1,28/12/09,0,0.0,E0,2.0
Liverpool,0.0,1,D,0,Aston Villa,1.0,A,0,29/12/09,0,0.0,E0,1.0
Hull,0.0,2,H,1,Bolton,1.0,D,0,29/12/09,2,0.0,E0,2.0
Wigan,0.0,0,H,3,Man United,0.0,H,0,30/12/09,5,0.0,E0,1.0
Arsenal,0.0,4,A,0,Portsmouth,2.0,A,2,30/12/09,1,0.0,E0,0.0
Fulham,0.0,2,H,3,Stoke,1.0,H,0,05/01/10,3,0.0,E0,0.0
Everton,0.0,2,D,1,Arsenal,1.0,D,1,09/01/10,2,0.0,E0,1.0
Man United,0.0,1,H,1,Birmingham,2.0,D,0,09/01/10,1,1.0,E0,1.0
Blackburn,0.0,1,H,2,Man City,1.0,H,0,11/01/10,4,0.0,E0,1.0
Sunderland,0.0,2,H,4,Chelsea,0.0,H,0,16/01/10,7,0.0,E0,1.0
