AWAYTEAM,HR,FTAG,HTR,HTHG,HOMETEAM,HY,FTR,HTAG,DATE,FTHG,AR,DIV,AY
Port Vale,0.0,1,D,0,Walsall,1.0,A,0,25/04/17,0,0.0,E2,2.0
Oldham,0.0,0,D,0,AFC Wimbledon,0.0,D,0,30/04/17,0,0.0,E2,1.0
Peterboro,0.0,0,H,1,Bolton,1.0,H,0,30/04/17,3,0.0,E2,1.0
Millwall,0.0,4,A,2,Bristol Rvs,0.0,A,3,30/04/17,3,0.0,E2,2.0
Swindon,0.0,0,H,2,Charlton,1.0,H,0,30/04/17,3,0.0,E2,1.0
Port Vale,0.0,0,D,0,Fleetwood Town,2.0,D,0,30/04/17,0,0.0,E2,3.0
Gillingham,0.0,0,D,0,Northampton,2.0,D,0,30/04/17,0,0.0,E2,0.0
Shrewsbury,0.0,0,H,2,Oxford,0.0,H,0,30/04/17,2,0.0,E2,1.0
Bradford,0.0,1,A,0,Rochdale,1.0,D,1,30/04/17,1,0.0,E2,0.0
Coventry,0.0,1,A,0,Scunthorpe,1.0,H,1,30/04/17,3,0.0,E2,1.0
Chesterfield,0.0,2,D,1,Sheffield United,4.0,H,1,30/04/17,3,1.0,E2,1.0
Bury,0.0,0,H,1,Southend,2.0,H,0,30/04/17,1,0.0,E2,4.0
Milton Keynes Dons,0.0,4,A,0,Walsall,0.0,A,2,30/04/17,1,0.0,E2,0.0
Swansea,0.0,1,D,0,Burnley,3.0,A,0,13/08/16,0,0.0,E0,2.0
West Brom,0.0,1,D,0,Crystal Palace,2.0,A,0,13/08/16,0,0.0,E0,2.0
Tottenham,0.0,1,H,1,Everton,0.0,D,0,13/08/16,1,0.0,E0,0.0
Leicester,0.0,1,H,1,Hull,2.0,H,0,13/08/16,2,0.0,E0,2.0
Sunderland,0.0,1,H,1,Man City,1.0,H,0,13/08/16,2,0.0,E0,2.0
Stoke,0.0,1,H,1,Middlesbrough,3.0,D,0,13/08/16,1,0.0,E0,5.0
Watford,0.0,1,A,0,Southampton,1.0,D,1,13/08/16,1,1.0,E0,2.0
Liverpool,0.0,4,D,1,Arsenal,3.0,A,1,14/08/16,3,0.0,E0,3.0
Man United,0.0,3,A,0,Bournemouth,0.0,A,1,14/08/16,1,0.0,E0,1.0
West Ham,0.0,1,D,0,Chelsea,5.0,H,0,15/08/16,2,0.0,E0,2.0
Southampton,0.0,0,H,1,Man United,0.0,H,0,19/08/16,2,0.0,E0,0.0
Liverpool,0.0,0,H,2,Burnley,0.0,H,0,20/08/16,2,0.0,E0,1.0
Arsenal,0.0,0,D,0,Leicester,1.0,D,0,20/08/16,0,0.0,E0,2.0
Man City,0.0,4,A,0,Stoke,3.0,A,2,20/08/16,1,0.0,E0,4.0
Hull,0.0,2,D,0,Swansea,0.0,A,0,20/08/16,0,0.0,E0,0.0
Crystal Palace,0.0,0,D,0,Tottenham,3.0,H,0,20/08/16,1,0.0,E0,3.0
Chelsea,0.0,2,D,0,Watford,4.0,A,0,20/08/16,1,0.0,E0,3.0
Everton,0.0,2,D,1,West Brom,3.0,A,1,20/08/16,1,0.0,E0,1.0
Middlesbrough,0.0,2,A,0,Sunderland,1.0,A,2,21/08/16,1,0.0,E0,1.0
Bournemouth,0.0,0,D,0,West Ham,3.0,H,0,21/08/16,1,1.0,E0,1.0
Burnley,0.0,0,H,2,Chelsea,2.0,H,0,27/08/16,3,0.0,E0,2.0
Bournemouth,0.0,1,A,0,Crystal Palace,2.0,D,1,27/08/16,1,0.0,E0,1.0
Stoke,0.0,0,D,0,Everton,2.0,H,0,27/08/16,1,0.0,E0,1.0
Man United,0.0,1,D,0,Hull,2.0,A,0,27/08/16,0,0.0,E0,3.0
Swansea,0.0,1,H,1,Leicester,2.0,H,0,27/08/16,2,0.0,E0,2.0
Sunderland,0.0,1,D,0,Southampton,2.0,D,0,27/08/16,1,0.0,E0,2.0
Liverpool,0.0,1,A,0,Tottenham,3.0,D,1,27/08/16,1,0.0,E0,5.0
Arsenal,0.0,3,A,0,Watford,6.0,A,3,27/08/16,1,0.0,E0,1.0
West Ham,0.0,1,H,2,Man City,1.0,H,0,28/08/16,3,0.0,E0,3.0
Middlesbrough,0.0,0,D,0,West Brom,1.0,D,0,28/08/16,0,0.0,E0,3.0
Southampton,0.0,1,D,1,Arsenal,2.0,H,1,10/09/16,2,0.0,E0,5.0
West Brom,0.0,0,D,0,Bournemouth,1.0,H,0,10/09/16,1,0.0,E0,3.0
Hull,0.0,1,D,0,Burnley,2.0,D,0,10/09/16,1,0.0,E0,0.0
Leicester,0.0,1,H,2,Liverpool,1.0,H,1,10/09/16,4,0.0,E0,2.0
Man City,0.0,2,A,1,Man United,4.0,A,2,10/09/16,1,0.0,E0,2.0
Crystal Palace,0.0,2,D,1,Middlesbrough,1.0,A,1,10/09/16,1,0.0,E0,2.0
Tottenham,0.0,4,A,0,Stoke,3.0,A,1,10/09/16,0,0.0,E0,2.0
Watford,0.0,4,D,2,West Ham,2.0,A,2,10/09/16,2,0.0,E0,2.0
Chelsea,0.0,2,A,0,Swansea,3.0,D,1,11/09/16,2,0.0,E0,4.0
Everton,0.0,3,D,0,Sunderland,1.0,A,0,12/09/16,0,0.0,E0,1.0
Liverpool,0.0,2,A,0,Chelsea,1.0,A,2,16/09/16,1,0.0,E0,1.0
Middlesbrough,0.0,1,H,3,Everton,2.0,H,1,17/09/16,3,0.0,E0,1.0
Arsenal,1.0,4,A,0,Hull,0.0,A,1,17/09/16,1,0.0,E0,2.0
Burnley,0.0,0,H,1,Leicester,0.0,H,0,17/09/16,3,0.0,E0,1.0
Bournemouth,1.0,0,H,2,Man City,1.0,H,0,17/09/16,4,0.0,E0,1.0
West Ham,0.0,2,H,3,West Brom,2.0,H,0,17/09/16,4,0.0,E0,1.0
Stoke,0.0,1,H,2,Crystal Palace,2.0,H,0,18/09/16,4,0.0,E0,1.0
Swansea,0.0,0,D,0,Southampton,1.0,H,0,18/09/16,1,0.0,E0,1.0
Sunderland,0.0,0,D,0,Tottenham,1.0,H,0,18/09/16,1,1.0,E0,5.0
Man United,0.0,1,H,1,Watford,3.0,H,0,18/09/16,3,0.0,E0,4.0
Chelsea,0.0,0,H,3,Arsenal,0.0,H,0,24/09/16,3,0.0,E0,2.0
Everton,0.0,0,H,1,Bournemouth,2.0,H,0,24/09/16,1,0.0,E0,2.0
Hull,0.0,1,H,3,Liverpool,1.0,H,0,24/09/16,5,1.0,E0,2.0
Leicester,0.0,1,H,4,Man United,0.0,H,0,24/09/16,4,0.0,E0,2.0
Tottenham,0.0,2,A,0,Middlesbrough,2.0,A,2,24/09/16,1,0.0,E0,1.0
West Brom,0.0,1,D,0,Stoke,3.0,D,0,24/09/16,1,0.0,E0,4.0
Crystal Palace,0.0,3,H,1,Sunderland,0.0,A,0,24/09/16,2,0.0,E0,2.0
Man City,0.0,3,D,1,Swansea,2.0,A,1,24/09/16,1,0.0,E0,4.0
Southampton,0.0,3,A,0,West Ham,5.0,A,1,25/09/16,0,0.0,E0,2.0
Watford,0.0,0,H,1,Burnley,1.0,H,0,26/09/16,2,0.0,E0,3.0
Crystal Palace,0.0,1,H,1,Everton,5.0,D,0,30/09/16,1,0.0,E0,4.0
Chelsea,0.0,2,D,0,Hull,2.0,A,0,01/10/16,0,0.0,E0,2.0
West Brom,0.0,1,A,0,Sunderland,1.0,D,1,01/10/16,1,0.0,E0,3.0
Liverpool,0.0,2,H,1,Swansea,2.0,A,0,01/10/16,1,0.0,E0,2.0
Bournemouth,0.0,2,A,0,Watford,3.0,D,1,01/10/16,2,0.0,E0,4.0
Middlesbrough,0.0,1,D,0,West Ham,2.0,D,0,01/10/16,1,0.0,E0,3.0
Arsenal,0.0,1,D,0,Burnley,0.0,A,0,02/10/16,0,0.0,E0,0.0
Southampton,0.0,0,D,0,Leicester,1.0,D,0,02/10/16,0,0.0,E0,0.0
Stoke,0.0,1,D,0,Man United,3.0,D,0,02/10/16,1,0.0,E0,0.0
Man City,0.0,0,H,2,Tottenham,2.0,H,0,02/10/16,2,0.0,E0,2.0
Swansea,1.0,2,H,2,Arsenal,0.0,H,1,15/10/16,3,0.0,E0,1.0
Hull,0.0,1,H,3,Bournemouth,0.0,H,1,15/10/16,6,0.0,E0,3.0
Leicester,0.0,0,H,2,Chelsea,1.0,H,0,15/10/16,3,0.0,E0,1.0
West Ham,0.0,1,A,0,Crystal Palace,1.0,A,1,15/10/16,0,1.0,E0,3.0
Everton,0.0,1,D,0,Man City,0.0,D,0,15/10/16,1,0.0,E0,2.0
Sunderland,0.0,0,H,2,Stoke,1.0,H,0,15/10/16,2,0.0,E0,1.0
Tottenham,0.0,1,D,0,West Brom,2.0,D,0,15/10/16,1,0.0,E0,2.0
Watford,0.0,1,D,0,Middlesbrough,4.0,A,0,16/10/16,0,0.0,E0,1.0
Burnley,0.0,1,D,0,Southampton,1.0,H,0,16/10/16,3,0.0,E0,2.0
Man United,0.0,0,D,0,Liverpool,0.0,D,0,17/10/16,0,0.0,E0,4.0
Middlesbrough,0.0,0,D,0,Arsenal,1.0,D,0,22/10/16,0,0.0,E0,0.0
Tottenham,0.0,0,D,0,Bournemouth,2.0,D,0,22/10/16,0,0.0,E0,4.0
Everton,0.0,1,H,1,Burnley,2.0,H,0,22/10/16,2,0.0,E0,3.0
Stoke,0.0,2,A,0,Hull,2.0,A,1,22/10/16,0,0.0,E0,3.0
Crystal Palace,0.0,1,H,1,Leicester,0.0,H,0,22/10/16,3,0.0,E0,0.0
West Brom,0.0,1,H,2,Liverpool,1.0,H,0,22/10/16,2,0.0,E0,3.0
Watford,0.0,0,D,0,Swansea,2.0,D,0,22/10/16,0,0.0,E0,1.0
Sunderland,0.0,0,D,0,West Ham,2.0,H,0,22/10/16,1,0.0,E0,5.0
Man United,0.0,0,H,2,Chelsea,3.0,H,0,23/10/16,4,0.0,E0,2.0
Southampton,0.0,1,A,0,Man City,3.0,D,1,23/10/16,1,0.0,E0,3.0
Liverpool,0.0,4,A,2,Crystal Palace,1.0,A,3,29/10/16,2,0.0,E0,2.0
Burnley,1.0,0,D,0,Man United,1.0,D,0,29/10/16,0,0.0,E0,3.0
Bournemouth,0.0,0,H,1,Middlesbrough,1.0,H,0,29/10/16,2,0.0,E0,1.0
Arsenal,0.0,4,A,0,Sunderland,4.0,A,1,29/10/16,1,0.0,E0,3.0
Leicester,0.0,1,H,1,Tottenham,3.0,D,0,29/10/16,1,0.0,E0,4.0
Hull,0.0,0,D,0,Watford,1.0,H,0,29/10/16,1,0.0,E0,2.0
Man City,0.0,4,A,0,West Brom,4.0,A,2,29/10/16,0,0.0,E0,3.0
West Ham,0.0,0,D,0,Everton,2.0,H,0,30/10/16,2,0.0,E0,3.0
Chelsea,0.0,2,A,0,Southampton,0.0,A,1,30/10/16,0,0.0,E0,0.0
Swansea,0.0,1,D,1,Stoke,2.0,H,1,31/10/16,3,0.0,E0,0.0
Sunderland,0.0,2,D,1,Bournemouth,3.0,A,1,05/11/16,1,1.0,E0,2.0
Crystal Palace,0.0,2,H,2,Burnley,1.0,H,0,05/11/16,3,0.0,E0,2.0
Everton,0.0,0,H,3,Chelsea,0.0,H,0,05/11/16,5,0.0,E0,3.0
Middlesbrough,0.0,1,H,1,Man City,1.0,D,0,05/11/16,1,0.0,E0,3.0
Stoke,0.0,1,D,0,West Ham,4.0,D,0,05/11/16,1,0.0,E0,1.0
Tottenham,0.0,1,H,1,Arsenal,1.0,D,0,06/11/16,1,0.0,E0,2.0
Southampton,0.0,1,A,0,Hull,0.0,H,1,06/11/16,2,0.0,E0,5.0
West Brom,0.0,2,D,0,Leicester,0.0,A,0,06/11/16,1,0.0,E0,2.0
Watford,0.0,1,H,3,Liverpool,1.0,H,0,06/11/16,6,0.0,E0,2.0
Man United,0.0,3,A,0,Swansea,0.0,A,3,06/11/16,1,0.0,E0,2.0
Man City,0.0,2,A,0,Crystal Palace,1.0,A,1,19/11/16,1,0.0,E0,2.0
Swansea,0.0,1,A,0,Everton,4.0,D,1,19/11/16,1,0.0,E0,2.0
Arsenal,0.0,1,D,0,Man United,3.0,D,0,19/11/16,1,0.0,E0,3.0
Liverpool,0.0,0,D,0,Southampton,1.0,D,0,19/11/16,0,0.0,E0,1.0
Bournemouth,0.0,1,A,0,Stoke,3.0,A,1,19/11/16,0,0.0,E0,2.0
Hull,1.0,0,H,1,Sunderland,1.0,H,0,19/11/16,3,0.0,E0,0.0
West Ham,0.0,2,A,0,Tottenham,3.0,H,1,19/11/16,3,1.0,E0,2.0
Leicester,0.0,1,H,2,Watford,2.0,H,1,19/11/16,2,0.0,E0,3.0
Chelsea,0.0,1,A,0,Middlesbrough,2.0,A,1,20/11/16,0,0.0,E0,3.0
Burnley,0.0,0,H,3,West Brom,0.0,H,0,21/11/16,4,0.0,E0,0.0
Man City,0.0,2,D,1,Burnley,2.0,A,1,26/11/16,1,0.0,E0,3.0
Tottenham,0.0,1,D,1,Chelsea,2.0,H,1,26/11/16,2,0.0,E0,1.0
West Brom,0.0,1,A,0,Hull,3.0,D,1,26/11/16,1,0.0,E0,2.0
Middlesbrough,0.0,2,D,1,Leicester,4.0,D,1,26/11/16,2,0.0,E0,4.0
Sunderland,0.0,0,D,0,Liverpool,1.0,H,0,26/11/16,2,0.0,E0,3.0
Crystal Palace,0.0,4,D,1,Swansea,4.0,H,1,26/11/16,5,0.0,E0,5.0
Bournemouth,0.0,1,D,1,Arsenal,3.0,H,1,27/11/16,3,0.0,E0,5.0
West Ham,0.0,1,D,1,Man United,3.0,D,1,27/11/16,1,0.0,E0,1.0
Everton,0.0,0,H,1,Southampton,0.0,H,0,27/11/16,1,0.0,E0,2.0
Stoke,1.0,1,A,0,Watford,3.0,A,1,27/11/16,0,0.0,E0,0.0
Southampton,0.0,0,H,2,Crystal Palace,3.0,H,0,03/12/16,3,0.0,E0,1.0
Chelsea,2.0,3,H,1,Man City,2.0,A,0,03/12/16,1,0.0,E0,3.0
Burnley,0.0,0,H,2,Stoke,3.0,H,0,03/12/16,2,0.0,E0,2.0
Leicester,0.0,1,D,0,Sunderland,3.0,H,0,03/12/16,2,0.0,E0,1.0
Swansea,0.0,0,H,2,Tottenham,0.0,H,0,03/12/16,5,0.0,E0,4.0
Watford,0.0,1,H,2,West Brom,2.0,H,0,03/12/16,3,1.0,E0,1.0
Arsenal,0.0,5,A,0,West Ham,3.0,A,1,03/12/16,1,0.0,E0,3.0
Liverpool,0.0,3,A,0,Bournemouth,2.0,H,2,04/12/16,4,0.0,E0,2.0
Man United,0.0,1,A,0,Everton,2.0,D,1,04/12/16,1,0.0,E0,3.0
Hull,0.0,0,D,0,Middlesbrough,1.0,H,0,05/12/16,1,0.0,E0,1.0
Stoke,0.0,1,D,1,Arsenal,0.0,H,1,10/12/16,3,0.0,E0,0.0
Bournemouth,0.0,2,H,2,Burnley,2.0,H,1,10/12/16,3,0.0,E0,2.0
Crystal Palace,0.0,3,H,1,Hull,2.0,D,0,10/12/16,3,0.0,E0,4.0
Man City,0.0,2,H,3,Leicester,2.0,H,0,10/12/16,4,0.0,E0,1.0
Sunderland,0.0,0,D,0,Swansea,1.0,H,0,10/12/16,3,0.0,E0,2.0
Everton,0.0,2,D,1,Watford,2.0,H,1,10/12/16,3,0.0,E0,2.0
West Brom,0.0,0,D,0,Chelsea,2.0,H,0,11/12/16,1,0.0,E0,4.0
West Ham,0.0,2,A,1,Liverpool,2.0,D,2,11/12/16,2,0.0,E0,0.0
Tottenham,0.0,0,H,1,Man United,3.0,H,0,11/12/16,1,0.0,E0,3.0
Middlesbrough,0.0,0,D,0,Southampton,4.0,H,0,11/12/16,1,0.0,E0,3.0
Leicester,0.0,0,H,1,Bournemouth,0.0,H,0,13/12/16,1,0.0,E0,3.0
Arsenal,1.0,1,D,1,Everton,1.0,H,1,13/12/16,2,0.0,E0,1.0
Man United,0.0,2,A,0,Crystal Palace,2.0,A,1,14/12/16,1,0.0,E0,2.0
Watford,0.0,0,H,1,Man City,1.0,H,0,14/12/16,2,0.0,E0,2.0
Liverpool,0.0,3,A,0,Middlesbrough,1.0,A,1,14/12/16,0,0.0,E0,0.0
Southampton,1.0,0,D,0,Stoke,1.0,D,0,14/12/16,0,0.0,E0,2.0
Chelsea,0.0,1,A,0,Sunderland,3.0,A,1,14/12/16,0,0.0,E0,2.0
Hull,0.0,0,H,1,Tottenham,0.0,H,0,14/12/16,3,0.0,E0,2.0
Swansea,0.0,1,D,0,West Brom,0.0,H,0,14/12/16,3,0.0,E0,0.0
Burnley,0.0,0,H,1,West Ham,0.0,H,0,14/12/16,1,0.0,E0,2.0
Chelsea,0.0,1,A,0,Crystal Palace,2.0,A,1,17/12/16,0,0.0,E0,3.0
Swansea,0.0,0,H,2,Middlesbrough,1.0,H,0,17/12/16,3,0.0,E0,0.0
Leicester,0.0,2,H,2,Stoke,2.0,D,0,17/12/16,2,1.0,E0,6.0
Watford,0.0,0,D,0,Sunderland,1.0,H,0,17/12/16,1,0.0,E0,2.0
Man United,0.0,2,A,0,West Brom,3.0,A,1,17/12/16,0,0.0,E0,3.0
Hull,0.0,0,D,0,West Ham,2.0,H,0,17/12/16,1,0.0,E0,4.0
Southampton,0.0,3,D,1,Bournemouth,0.0,A,1,18/12/16,1,0.0,E0,2.0
Arsenal,0.0,1,A,0,Man City,4.0,H,1,18/12/16,2,0.0,E0,2.0
Burnley,0.0,1,D,1,Tottenham,1.0,H,1,18/12/16,2,0.0,E0,2.0
Liverpool,0.0,1,D,0,Everton,3.0,A,0,19/12/16,0,0.0,E0,1.0
West Brom,0.0,0,D,0,Arsenal,2.0,H,0,26/12/16,1,0.0,E0,1.0
Middlesbrough,0.0,0,D,0,Burnley,6.0,H,0,26/12/16,1,0.0,E0,5.0
Bournemouth,0.0,0,H,1,Chelsea,1.0,H,0,26/12/16,3,0.0,E0,1.0
Man City,0.0,3,D,0,Hull,1.0,A,0,26/12/16,0,0.0,E0,0.0
Everton,0.0,2,D,0,Leicester,3.0,A,0,26/12/16,0,0.0,E0,0.0
Sunderland,0.0,1,H,1,Man United,1.0,H,0,26/12/16,3,0.0,E0,1.0
West Ham,0.0,4,A,0,Swansea,0.0,A,1,26/12/16,1,0.0,E0,0.0
Crystal Palace,0.0,1,A,0,Watford,2.0,D,1,26/12/16,1,0.0,E0,4.0
Stoke,0.0,1,H,2,Liverpool,0.0,H,1,27/12/16,4,0.0,E0,1.0
Tottenham,1.0,4,D,1,Southampton,1.0,A,1,28/12/16,1,0.0,E0,4.0
Everton,0.0,2,D,1,Hull,2.0,D,1,30/12/16,2,0.0,E0,2.0
Sunderland,0.0,1,H,1,Burnley,1.0,H,0,31/12/16,4,0.0,E0,1.0
Stoke,0.0,2,H,1,Chelsea,3.0,H,0,31/12/16,4,0.0,E0,2.0
West Ham,0.0,0,H,1,Leicester,5.0,H,0,31/12/16,1,0.0,E0,3.0
Man City,0.0,0,H,1,Liverpool,2.0,H,0,31/12/16,1,0.0,E0,1.0
Middlesbrough,0.0,1,D,0,Man United,1.0,H,0,31/12/16,2,0.0,E0,1.0
West Brom,1.0,2,D,1,Southampton,1.0,A,1,31/12/16,1,0.0,E0,3.0
Bournemouth,0.0,3,A,0,Swansea,2.0,A,2,31/12/16,0,0.0,E0,0.0
Crystal Palace,0.0,0,H,1,Arsenal,1.0,H,0,01/01/17,2,0.0,E0,1.0
Tottenham,0.0,4,A,0,Watford,3.0,A,3,01/01/17,1,0.0,E0,0.0
Southampton,0.0,0,D,0,Everton,0.0,H,0,02/01/17,3,0.0,E0,1.0
Burnley,1.0,1,D,0,Man City,4.0,H,0,02/01/17,2,0.0,E0,3.0
Leicester,0.0,0,D,0,Middlesbrough,3.0,D,0,02/01/17,0,0.0,E0,0.0
Liverpool,0.0,2,D,1,Sunderland,2.0,D,1,02/01/17,2,0.0,E0,3.0
Hull,0.0,1,A,0,West Brom,0.0,H,1,02/01/17,3,0.0,E0,0.0
Man United,1.0,2,D,0,West Ham,1.0,A,0,02/01/17,0,0.0,E0,2.0
Arsenal,1.0,3,H,2,Bournemouth,3.0,D,0,03/01/17,3,0.0,E0,3.0
Swansea,0.0,2,A,0,Crystal Palace,2.0,A,1,03/01/17,1,0.0,E0,1.0
Watford,0.0,0,H,1,Stoke,1.0,H,0,03/01/17,2,0.0,E0,2.0
Chelsea,0.0,0,H,1,Tottenham,3.0,H,0,04/01/17,2,0.0,E0,2.0
Southampton,0.0,0,D,0,Burnley,1.0,H,0,14/01/17,1,0.0,E0,2.0
Bournemouth,0.0,1,D,1,Hull,0.0,H,1,14/01/17,3,0.0,E0,1.0
Chelsea,0.0,3,A,0,Leicester,1.0,A,1,14/01/17,0,0.0,E0,0.0
Stoke,0.0,3,A,1,Sunderland,3.0,A,3,14/01/17,1,0.0,E0,1.0
Arsenal,0.0,4,A,0,Swansea,2.0,A,1,14/01/17,0,0.0,E0,0.0
West Brom,0.0,0,H,2,Tottenham,0.0,H,0,14/01/17,4,0.0,E0,2.0
Middlesbrough,0.0,0,D,0,Watford,3.0,D,0,14/01/17,0,0.0,E0,1.0
Crystal Palace,0.0,0,D,0,West Ham,4.0,H,0,14/01/17,3,0.0,E0,2.0
Man City,0.0,0,H,1,Everton,2.0,H,0,15/01/17,4,0.0,E0,2.0
Liverpool,0.0,1,A,0,Man United,1.0,D,1,15/01/17,1,0.0,E0,3.0
Watford,0.0,2,A,0,Bournemouth,1.0,D,1,21/01/17,2,0.0,E0,1.0
Everton,0.0,1,D,0,Crystal Palace,0.0,A,0,21/01/17,0,0.0,E0,1.0
Swansea,0.0,3,D,0,Liverpool,1.0,A,0,21/01/17,2,0.0,E0,1.0
Tottenham,0.0,2,D,0,Man City,2.0,D,0,21/01/17,2,0.0,E0,4.0
West Ham,0.0,3,A,1,Middlesbrough,2.0,A,2,21/01/17,1,0.0,E0,1.0
Man United,0.0,1,H,1,Stoke,4.0,D,0,21/01/17,1,0.0,E0,0.0
Sunderland,0.0,0,H,2,West Brom,1.0,H,0,21/01/17,2,0.0,E0,1.0
Burnley,1.0,1,D,0,Arsenal,1.0,H,0,22/01/17,2,0.0,E0,3.0
Hull,0.0,0,H,1,Chelsea,1.0,H,0,22/01/17,2,0.0,E0,3.0
Leicester,0.0,0,H,2,Southampton,0.0,H,0,22/01/17,3,0.0,E0,1.0
Watford,0.0,2,A,0,Arsenal,3.0,A,2,31/01/17,1,0.0,E0,3.0
Crystal Palace,0.0,2,D,0,Bournemouth,0.0,A,0,31/01/17,0,0.0,E0,4.0
Leicester,0.0,0,D,0,Burnley,1.0,H,0,31/01/17,1,0.0,E0,0.0
Chelsea,0.0,1,A,0,Liverpool,2.0,D,1,31/01/17,1,0.0,E0,1.0
West Brom,0.0,1,D,1,Middlesbrough,2.0,D,1,31/01/17,1,0.0,E0,1.0
Tottenham,0.0,0,D,0,Sunderland,2.0,D,0,31/01/17,0,0.0,E0,1.0
Southampton,0.0,1,H,1,Swansea,2.0,H,0,31/01/17,2,0.0,E0,0.0
Hull,0.0,0,D,0,Man United,1.0,D,0,01/02/17,0,0.0,E0,4.0
Everton,0.0,1,D,1,Stoke,1.0,D,1,01/02/17,1,0.0,E0,0.0
Man City,0.0,4,A,0,West Ham,3.0,A,3,01/02/17,0,0.0,E0,3.0
Arsenal,0.0,1,H,1,Chelsea,1.0,H,0,04/02/17,3,0.0,E0,1.0
Sunderland,0.0,4,A,0,Crystal Palace,3.0,A,4,04/02/17,0,0.0,E0,3.0
Bournemouth,0.0,3,H,3,Everton,3.0,H,0,04/02/17,6,0.0,E0,1.0
Liverpool,0.0,0,H,1,Hull,2.0,H,0,04/02/17,2,0.0,E0,1.0
West Ham,0.0,3,A,1,Southampton,0.0,A,2,04/02/17,1,0.0,E0,2.0
Middlesbrough,0.0,0,D,0,Tottenham,0.0,H,0,04/02/17,1,0.0,E0,1.0
Burnley,0.0,1,H,2,Watford,5.0,H,0,04/02/17,2,1.0,E0,0.0
Stoke,0.0,0,H,1,West Brom,2.0,H,0,04/02/17,1,0.0,E0,2.0
Man United,0.0,3,A,0,Leicester,2.0,A,2,05/02/17,0,0.0,E0,4.0
Swansea,0.0,1,H,1,Man City,2.0,H,0,05/02/17,2,0.0,E0,3.0
Hull,0.0,0,H,1,Arsenal,3.0,H,0,11/02/17,2,1.0,E0,1.0
Tottenham,0.0,0,H,2,Liverpool,3.0,H,0,11/02/17,2,0.0,E0,4.0
Watford,0.0,0,H,1,Man United,1.0,H,0,11/02/17,2,0.0,E0,0.0
Everton,0.0,0,D,0,Middlesbrough,2.0,D,0,11/02/17,0,0.0,E0,0.0
Crystal Palace,0.0,0,D,0,Stoke,1.0,H,0,11/02/17,1,0.0,E0,3.0
Southampton,0.0,4,A,0,Sunderland,1.0,A,2,11/02/17,0,0.0,E0,0.0
West Brom,0.0,2,A,0,West Ham,3.0,D,1,11/02/17,2,0.0,E0,2.0
Chelsea,0.0,1,D,1,Burnley,3.0,D,1,12/02/17,1,0.0,E0,2.0
Leicester,0.0,0,H,2,Swansea,2.0,H,0,12/02/17,2,0.0,E0,2.0
Man City,0.0,2,A,0,Bournemouth,2.0,A,1,13/02/17,0,0.0,E0,3.0
Swansea,0.0,1,D,1,Chelsea,1.0,H,1,25/02/17,3,0.0,E0,3.0
Middlesbrough,0.0,0,H,1,Crystal Palace,3.0,H,0,25/02/17,1,0.0,E0,1.0
Sunderland,0.0,0,H,1,Everton,0.0,H,0,25/02/17,2,0.0,E0,2.0
Burnley,0.0,1,D,0,Hull,1.0,D,0,25/02/17,1,1.0,E0,1.0
West Ham,0.0,1,H,1,Watford,4.0,D,0,25/02/17,1,1.0,E0,1.0
Bournemouth,0.0,1,H,2,West Brom,2.0,H,1,25/02/17,2,0.0,E0,0.0
Stoke,0.0,0,H,4,Tottenham,2.0,H,0,26/02/17,4,0.0,E0,3.0
Liverpool,0.0,1,H,2,Leicester,0.0,H,0,27/02/17,3,0.0,E0,0.0
Hull,0.0,1,D,1,Leicester,1.0,H,1,04/03/17,3,0.0,E0,1.0
Arsenal,0.0,1,H,2,Liverpool,1.0,H,0,04/03/17,3,0.0,E0,2.0
Bournemouth,0.0,1,D,1,Man United,3.0,D,1,04/03/17,1,1.0,E0,2.0
Middlesbrough,0.0,0,H,2,Stoke,1.0,H,0,04/03/17,2,0.0,E0,2.0
Burnley,0.0,2,D,1,Swansea,2.0,H,1,04/03/17,3,0.0,E0,2.0
Southampton,0.0,4,A,1,Watford,3.0,A,2,04/03/17,3,0.0,E0,2.0
Crystal Palace,0.0,2,D,0,West Brom,0.0,A,0,04/03/17,0,0.0,E0,1.0
Man City,0.0,2,A,0,Sunderland,1.0,A,1,05/03/17,0,0.0,E0,0.0
Everton,0.0,2,H,1,Tottenham,1.0,H,0,05/03/17,3,0.0,E0,2.0
Chelsea,0.0,2,A,0,West Ham,0.0,A,1,06/03/17,1,0.0,E0,1.0
Stoke,0.0,0,D,0,Man City,1.0,D,0,08/03/17,0,0.0,E0,3.0
West Ham,0.0,2,D,1,Bournemouth,4.0,H,1,11/03/17,3,0.0,E0,2.0
West Brom,0.0,0,H,2,Everton,1.0,H,0,11/03/17,3,0.0,E0,2.0
Swansea,0.0,1,D,0,Hull,3.0,H,0,11/03/17,2,0.0,E0,1.0
Burnley,0.0,1,D,1,Liverpool,2.0,H,1,12/03/17,2,0.0,E0,2.0
Swansea,0.0,0,H,1,Bournemouth,0.0,H,0,18/03/17,2,0.0,E0,2.0
Watford,0.0,0,D,0,Crystal Palace,0.0,H,0,18/03/17,1,0.0,E0,2.0
Hull,0.0,0,H,1,Everton,2.0,H,0,18/03/17,4,1.0,E0,0.0
Chelsea,1.0,2,D,1,Stoke,4.0,A,1,18/03/17,1,0.0,E0,2.0
Burnley,0.0,0,D,0,Sunderland,2.0,D,0,18/03/17,0,0.0,E0,1.0
